id,entity_name,semantic_name
C0004816,Basilar Membrane,"Body Part, Organ, or Organ Component;"
C0004818,Basketball game,Daily or Recreational Activity;
C0004827,Basophils,Cell;
C0004834,Bathing Beaches,Geographic Area;
C0004895,Beak,"Body Part, Organ, or Organ Component;"
C0004896,Beans (food),Food;
C0004897,Ursidae Family,Mammal;
C0004900,Castor,Mammal;
C0004903,Beckwith-Wiedemann Syndrome,Disease or Syndrome;
C0004910,Bed rest,Therapeutic or Preventive Procedure;
C0004913,Bedbugs,Eukaryote;
C0004916,Beds,Manufactured Object;
C0004923,Bees,Eukaryote;
C0004927,Behavior,Behavior;
C0004943,Behcet Syndrome,Disease or Syndrome;
C0004951,Beliefs,Mental Process;
C0004991,Benign neoplasm of colon,Neoplastic Process;
C0004998,Benign neoplasm of skin,Neoplastic Process;
C0005002,BENIGN RETINAL LESION,Disease or Syndrome;
C0005005,Benin Republic,Geographic Area;
C0005122,Beriberi,Disease or Syndrome;
C0005135,Berries,Food;
C0005138,Berylliosis,Injury or Poisoning;
C0005139,beryllium,"Hazardous or Poisonous Substance;Element, Ion, or Isotope;"
C0005149,beta-2 Microglobulin,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0005186,beta-Actin,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0005239,beta-Keratins,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0005283,beta Thalassemia,Disease or Syndrome;
C0005346,"Bias, Epidemiologic",Idea or Concept;
C0005367,Bicarbonates,Pharmacologic Substance;Inorganic Chemical;
C0005375,Bicycle,Manufactured Object;
C0005388,Bile fluid,Body Substance;
C0005390,Bile Acids,Organic Chemical;Biologically Active Substance;
C0005393,Structure of bile canaliculus,"Body Part, Organ, or Organ Component;"
C0005396,Bile Duct Neoplasms,Neoplastic Process;
C0005400,Bile duct structure,"Body Part, Organ, or Organ Component;"
C0005401,Intrahepatic bile duct,"Body Part, Organ, or Organ Component;"
C0005402,Bile Pigments,Biologically Active Substance;
C0005403,Bile Reflux,Disease or Syndrome;
C0005404,bile salts,Organic Chemical;Biologically Active Substance;
C0005411,Biliary Atresia,Congenital Abnormality;
C0005416,Biliary Dyskinesia,Disease or Syndrome;
C0005423,Biliary tract structure,"Body Part, Organ, or Organ Component;"
C0005424,Biliary Tract Diseases,Disease or Syndrome;
C0005426,Biliary Tract Neoplasm,Neoplastic Process;
C0005437,Bilirubin,Organic Chemical;Biologically Active Substance;
C0005446,Biliverdine,Organic Chemical;Biologically Active Substance;
C0005456,Binding Sites,Receptor;
C0005477,Biochemistry,Occupation or Discipline;
C0005479,Biomaterials,Biomedical or Dental Material;
C0005480,Biocompatible Materials Testing,Research Activity;
C0005495,Origin of Life,Natural Phenomenon or Process;
C0005507,Biological Assay,Laboratory Procedure;
C0005515,Biological Factors,Biologically Active Substance;
C0005516,Biological Markers,Clinical Attribute;
C0005525,Biological Response Modifiers,Pharmacologic Substance;Immunologic Factor;
C0005527,Biological Response Modifier Therapy,Therapeutic or Preventive Procedure;
C0005528,Biological Transport,Cell Function;
C0005529,"Biological Transport, Active",Physiologic Function;
C0005532,biology (field),Biomedical Occupation or Discipline;
C0005533,Polymethyl Methacrylate,Organic Chemical;Biomedical or Dental Material;
C0005540,Biomedical Research,Research Activity;
C0005553,Biophysics,Biomedical Occupation or Discipline;
C0005558,Biopsy,Diagnostic Procedure;
C0005560,Needle biopsy (procedure),Diagnostic Procedure;
C0005575,biotin,Organic Chemical;Pharmacologic Substance;Vitamin;
C0005586,Bipolar Disorder,Mental or Behavioral Dysfunction;
C0005595,Aves,Bird;
C0005597,Birefringence,Natural Phenomenon or Process;
C0005605,Birth Intervals,Temporal Concept;
C0005615,Birth,Organism Function;
C0005639,Bisexuality,Social Behavior;
C0005658,bite injury,Injury or Poisoning;
C0005670,BK Virus,Virus;
C0005680,Black - ethnic group (ethnic group),Population Group;
C0005682,Urinary Bladder,"Body Part, Organ, or Organ Component;"
C0005684,Malignant neoplasm of urinary bladder,Neoplastic Process;
C0005687,Bladder distention,Finding;
C0005695,Bladder Neoplasm,Neoplastic Process;
C0005697,Neurogenic Urinary Bladder,Disease or Syndrome;
C0005700,Blast Injuries,Injury or Poisoning;
C0005705,Embryo stage 3 structure,Embryonic Structure;
C0005712,Structure of blastomere,Embryonic Structure;
C0005713,Blastomyces,Fungus;
C0005715,Blastomyces dermatitidis,Fungus;
C0005716,Blastomycosis,Disease or Syndrome;
C0005717,Gilchrist Disease,Disease or Syndrome;
C0005740,bleomycin,"Amino Acid, Peptide, or Protein;Antibiotic;"
C0005745,Blepharoptosis,Disease or Syndrome;
C0005750,Blind Loop Syndrome,Disease or Syndrome;
C0005758,Bulla,Finding;
C0005767,Blood,Body Substance;
C0005768,In Blood,Body Substance;
C0005773,Blood Cells,Cell;
C0005774,Blood Chemical Analysis,Laboratory Procedure;
C0005775,Blood Circulation,Physiologic Function;
C0005776,blood flow measurement,Diagnostic Procedure;
C0005778,Blood coagulation,Organ or Tissue Function;
C0005779,Blood Coagulation Disorders,Disease or Syndrome;
C0005789,Blood Coagulation Factor,"Amino Acid, Peptide, or Protein;Pharmacologic Substance;Biologically Active Substance;"
C0005790,Blood coagulation tests,Laboratory Procedure;
C0005800,Blood Gas Analysis,Laboratory Procedure;
C0005802,Blood Glucose,Organic Chemical;
C0005810,Blood Group Systems,Classification;
C0005821,Blood Platelets,Cell;
C0005823,Blood Pressure,Organism Function;
C0005832,Blood Proteins,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0005839,Blood supply aspects,Qualitative Concept;
C0005841,Blood Transfusion,Therapeutic or Preventive Procedure;
C0005844,Blood group typing (procedure),Laboratory Procedure;
C0005845,Blood urea nitrogen measurement,Laboratory Procedure;
C0005847,Blood Vessel,"Body Part, Organ, or Organ Component;"
C0005850,Blood Volume,Clinical Attribute;
C0005853,Blood-Air Barrier,Body Space or Junction;
C0005854,Blood - brain barrier anatomy,"Body Part, Organ, or Organ Component;"
C0005856,Blood-Testis Barrier,Organ or Tissue Function;
C0005857,Bloodletting,Therapeutic or Preventive Procedure;
C0005859,Bloom Syndrome,Disease or Syndrome;
C0005862,Southern blot assay (procedure),Laboratory Procedure;
C0005863,Western Blotting,Laboratory Procedure;
C0005864,Blue Cross,Health Care Related Organization;
C0005866,Bluetongue infection,Disease or Syndrome;
C0005867,Bluetongue virus,Virus;
C0005874,Blushing,Sign or Symptom;
C0005886,Body Constitution,Organism Attribute;
C0005889,Body Fluids,Body Substance;
C0005890,Body Height,Organism Attribute;
C0005891,Body Image,Mental Process;
C0005893,Body mass index procedure,Diagnostic Procedure;
C0005898,Body Regions,Body Location or Region;
C0005902,Body Surface Area,Organism Attribute;
C0005903,Body Temperature,Organism Attribute;
C0005905,Physiologic Thermoregulation,Organism Function;
C0005910,Body Weight,Organism Attribute;
C0005926,Dental Bonding,Therapeutic or Preventive Procedure;
C0005931,Bone and Bones,Tissue;
C0005933,Biopsy of bone,Diagnostic Procedure;
C0005934,Bone Cements,Biomedical or Dental Material;
C0005937,Bone Cysts,Anatomical Abnormality;
C0005938,Bone Density,Clinical Attribute;
C0005939,Bone Development,Organ or Tissue Function;
C0005940,Bone Diseases,Disease or Syndrome;
C0005944,Metabolic Bone Disorder,Disease or Syndrome;
C0005953,Bone Marrow,Tissue;
C0005954,Bone marrow biopsy,Diagnostic Procedure;
C0005955,Bone Marrow Cells,Cell;
C0005956,Bone Marrow Diseases,Disease or Syndrome;
C0005957,Bone Marrow Examination,Laboratory Procedure;
C0005961,Bone Marrow Transplantation,Therapeutic or Preventive Procedure;
C0005962,Bone Matrix,Tissue;
C0005967,Bone neoplasms,Neoplastic Process;
C0005971,Bone plates,Medical Device;
C0005974,Bone Resorption,Organ or Tissue Function;
C0005975,Bone Screws,Medical Device;
C0005976,Bone Transplantation,Therapeutic or Preventive Procedure;
C0005978,Bone Wires,Medical Device;
C0006002,Books,Intellectual Product;
C0006030,boron,"Element, Ion, or Isotope;"
C0006033,Borrelia,Bacterium;
C0006034,Borrelia burgdorferi,Bacterium;
C0006035,Borrelia Infections,Disease or Syndrome;
C0006037,City of Boston,Geographic Area;
C0006038,Botany,Occupation or Discipline;
C0006079,Bowen's Disease,Neoplastic Process;
C0006080,Boxing (sports activity),Daily or Recreational Activity;
C0006090,Brachial plexus structure,"Body Part, Organ, or Organ Component;"
C0006094,Structure of brachiocephalic artery,"Body Part, Organ, or Organ Component;"
C0006098,Brachytherapy,Therapeutic or Preventive Procedure;
C0006100,Bradykinin,"Amino Acid, Peptide, or Protein;Hormone;"
C0006104,Brain,"Body Part, Organ, or Organ Component;"
C0006105,Brain Abscess,Disease or Syndrome;
C0006106,Brain Chemistry,Organism Function;
C0006107,Brain Concussion,Injury or Poisoning;
C0006109,"Brain Damage, Chronic",Disease or Syndrome;
C0006118,Brain Neoplasms,Neoplastic Process;
C0006121,Brain Stem,"Body Part, Organ, or Organ Component;"
C0006131,Branchioma,Congenital Abnormality;
C0006137,Brazil,Geographic Area;
C0006138,Bread,Food;
C0006141,Breast,"Body Part, Organ, or Organ Component;"
C0006142,Malignant neoplasm of breast,Neoplastic Process;
C0006145,Breast Diseases,Disease or Syndrome;
C0006147,Breast Feeding,Organism Function;
C0006159,Breeding,Organism Function;
C0006160,Brenner Tumor,Neoplastic Process;
C0006181,Brill-Zinsser Disease,Disease or Syndrome;
C0006193,British Columbia,Geographic Area;
C0006205,Broad Ligament,"Body Part, Organ, or Organ Component;"
C0006208,Structure of Broca's area,"Body Part, Organ, or Organ Component;"
C0006222,Bromides,Inorganic Chemical;
C0006223,bromine,"Hazardous or Poisonous Substance;Element, Ion, or Isotope;"
C0006230,bromocriptine,Organic Chemical;Pharmacologic Substance;
C0006234,Bromoderma,Disease or Syndrome;
C0006255,Bronchi,"Body Part, Organ, or Organ Component;"
C0006257,Structure of bronchial artery,"Body Part, Organ, or Organ Component;"
C0006264,Bronchial Neoplasms,Neoplastic Process;
C0006267,Bronchiectasis,Disease or Syndrome;
C0006270,Bronchioles,"Body Part, Organ, or Organ Component;"
C0006271,Bronchiolitis,Disease or Syndrome;
C0006272,Bronchiolitis Obliterans,Disease or Syndrome;
C0006277,Bronchitis,Disease or Syndrome;
C0006279,Bronchoalveolar Lavage Fluid,Body Substance;
C0006281,Congenital bronchogenic cyst,Congenital Abnormality;
C0006285,Bronchopneumonia,Disease or Syndrome;
C0006290,Bronchoscopy,Diagnostic Procedure;
C0006298,Brown Fat,Tissue;
C0006303,Brucella,Bacterium;
C0006309,Brucellosis,Disease or Syndrome;
C0006316,Brugia,Eukaryote;
C0006323,Brunner Glands,"Body Part, Organ, or Organ Component;"
C0006353,Buffers,"Pharmacologic Substance;Indicator, Reagent, or Diagnostic Aid;"
C0006366,Bulbourethral gland structure,"Body Part, Organ, or Organ Component;"
C0006413,Burkitt Lymphoma,Neoplastic Process;
C0006416,Myanmar,Geographic Area;
C0006420,Burn of internal organ,Injury or Poisoning;
C0006425,Burn Units,Manufactured Object;Health Care Related Organization;
C0006434,Burn injury,Injury or Poisoning;
C0006435,Chemical Burns,Injury or Poisoning;
C0006436,"Burns, Electric",Injury or Poisoning;
C0006441,Synovial bursa,"Body Part, Organ, or Organ Component;"
C0006463,busulfan,Organic Chemical;Pharmacologic Substance;Hazardous or Poisonous Substance;
C0006494,Butter,Food;
C0006496,Butterflies,Eukaryote;
C0006497,Buttocks,Body Location or Region;
C0006506,butylated hydroxyanisole,Organic Chemical;Pharmacologic Substance;Hazardous or Poisonous Substance;
C0006542,Byssinosis,Disease or Syndrome;
C0006560,C-reactive protein,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0006610,CA-125 Antigen,Organic Chemical;Immunologic Factor;
C0006611,Mucin-1 Antigen,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0006622,Cacao Plant,Plant;
C0006625,Cachexia,Sign or Symptom;
C0006629,Cadaver,Anatomical Structure;
C0006631,Cadherins,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0006632,cadmium,"Hazardous or Poisonous Substance;Element, Ion, or Isotope;"
C0006655,Bone structure of calcaneum,"Body Part, Organ, or Organ Component;"
C0006660,Physiologic calcification,Organ or Tissue Function;
C0006663,Calcinosis,Pathologic Function;
C0006664,Calcinosis Cutis,Disease or Syndrome;
C0006666,Calciphylaxis,Disease or Syndrome;
C0006668,calcitonin,"Amino Acid, Peptide, or Protein;Pharmacologic Substance;Hormone;"
C0006675,calcium,"Pharmacologic Substance;Biologically Active Substance;Element, Ion, or Isotope;"
C0006681,calcium carbonate,Pharmacologic Substance;Inorganic Chemical;
C0006684,Calcium Channel Blockers,Pharmacologic Substance;
C0006685,Calcium Channel,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0006698,calcium glucarate,Organic Chemical;Pharmacologic Substance;
C0006701,calcium hydroxide,Pharmacologic Substance;Inorganic Chemical;
C0006706,calcium oxalate,Organic Chemical;
C0006711,calcium phosphate,Pharmacologic Substance;Inorganic Chemical;
C0006716,calcium pyrophosphate,Pharmacologic Substance;Inorganic Chemical;
C0006736,Calculi,Body Substance;
C0006746,Caldesmon,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0006754,California,Geographic Area;
C0006767,Bone callus,Tissue;
C0006790,Calusterone,Organic Chemical;Pharmacologic Substance;
C0006792,Calymmatobacterium granulomatis,Bacterium;
C0006801,Camels,Mammal;
C0006809,camphor,Organic Chemical;Pharmacologic Substance;
C0006811,Camping (activity),Daily or Recreational Activity;
C0006813,Campylobacter,Bacterium;
C0006823,Canada,Geographic Area;
C0006826,Malignant Neoplasms,Neoplastic Process;
C0006836,Candida,Fungus;
C0006837,Candida albicans,Fungus;
C0006840,Candidiasis,Disease or Syndrome;
C0006852,Candidiasis of vagina,Disease or Syndrome;
C0006855,Candy,Food;
C0006873,Cannabis Smoking,Individual Behavior;
C0006875,Cannibalism,Social Behavior;
C0006896,Capillaria,Eukaryote;
C0006899,Capillaria philippinensis Infection,Disease or Syndrome;
C0006901,Blood capillaries,"Body Part, Organ, or Organ Component;"
C0006902,Capillaritis,Disease or Syndrome;
C0006903,Capillarity,Natural Phenomenon or Process;
C0006904,Capillary Endothelium,Tissue;
C0006909,Capital,Quantitative Concept;
C0006916,Capnocytophaga,Bacterium;
C0006933,Capsid,Anatomical Structure;
C0006935,capsule (pharmacologic),Biomedical or Dental Material;
C0006938,captopril,"Amino Acid, Peptide, or Protein;Pharmacologic Substance;"
C0006939,car seat,Manufactured Object;
C0007004,Carbohydrates,Organic Chemical;
C0007009,Carbon,"Pharmacologic Substance;Element, Ion, or Isotope;"
C0007010,carbon black,"Pharmacologic Substance;Indicator, Reagent, or Diagnostic Aid;Element, Ion, or Isotope;"
C0007012,carbon dioxide,Biologically Active Substance;Inorganic Chemical;
C0007022,carbon tetrachloride,Organic Chemical;Hazardous or Poisonous Substance;
C0007025,Carbonated Beverages,Food;
C0007028,CARBONATE DEHYDRATASE,"Amino Acid, Peptide, or Protein;Enzyme;"
C0007078,carbuncle,Disease or Syndrome;
C0007082,Carcinoembryonic Antigen,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0007090,Carcinogens,Hazardous or Poisonous Substance;
C0007095,Carcinoid Tumor,Neoplastic Process;
C0007097,Carcinoma,Neoplastic Process;
C0007099,Carcinoma in Situ,Neoplastic Process;
C0007102,Malignant tumor of colon,Neoplastic Process;
C0007103,Malignant neoplasm of endometrium,Neoplastic Process;
C0007107,Malignant neoplasm of larynx,Neoplastic Process;
C0007112,Adenocarcinoma of prostate,Neoplastic Process;
C0007113,Rectal Carcinoma,Neoplastic Process;
C0007114,Malignant neoplasm of skin,Neoplastic Process;
C0007115,Malignant neoplasm of thyroid,Neoplastic Process;
C0007117,Basal cell carcinoma,Neoplastic Process;
C0007118,"Carcinoma, Basosquamous",Neoplastic Process;
C0007120,Bronchioloalveolar Adenocarcinoma,Neoplastic Process;
C0007121,Bronchogenic Carcinoma,Neoplastic Process;
C0007124,Noninfiltrating Intraductal Carcinoma,Neoplastic Process;
C0007129,Merkel cell carcinoma,Neoplastic Process;
C0007130,Mucinous Adenocarcinoma,Neoplastic Process;
C0007131,Non-Small Cell Lung Carcinoma,Neoplastic Process;
C0007133,"Carcinoma, Papillary",Neoplastic Process;
C0007134,Renal Cell Carcinoma,Neoplastic Process;
C0007135,"Adenocarcinoma, Scirrhous",Neoplastic Process;
C0007137,Squamous cell carcinoma,Neoplastic Process;
C0007138,"Carcinoma, Transitional Cell",Neoplastic Process;
C0007140,Carcinosarcoma,Neoplastic Process;
C0007144,Cardia of stomach,Body Location or Region;
C0007165,Cardiac Output,Clinical Attribute;
C0007193,"Cardiomyopathy, Dilated",Disease or Syndrome;
C0007194,Hypertrophic Cardiomyopathy,Disease or Syndrome;
C0007196,Restrictive cardiomyopathy,Disease or Syndrome;
C0007222,Cardiovascular Diseases,Disease or Syndrome;
C0007226,Cardiovascular system,Body System;
C0007250,Carmine,"Organic Chemical;Indicator, Reagent, or Diagnostic Aid;"
C0007269,Carotene,Organic Chemical;Biologically Active Substance;
C0007271,Carotenoids,Organic Chemical;Pharmacologic Substance;Biologically Active Substance;
C0007272,Carotid Arteries,"Body Part, Organ, or Organ Component;"
C0007273,Carotid Artery Diseases,Disease or Syndrome;
C0007277,Carotid Body,"Body Part, Organ, or Organ Component;"
C0007279,Carotid Body Paraganglioma,Neoplastic Process;
C0007284,"Carp, fish",Fish;
C0007285,Bone structure of carpus,"Body Part, Organ, or Organ Component;"
C0007286,Carpal Tunnel Syndrome,Disease or Syndrome;
C0007287,Carpets,Manufactured Object;
C0007292,Carrier Proteins,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C0007294,Genetic Carriers,Finding;
C0007301,Cartilage,Tissue;
C0007303,Structure of articular cartilage,Tissue;
C0007319,Case Mix,Quantitative Concept;
C0007320,Case Reports Publication Type,Intellectual Product;
C0007328,Case-Control Studies,Research Activity;
C0007335,Manihot esculenta,Plant;
C0007337,Caste,Qualitative Concept;
C0007344,Castration,Therapeutic or Preventive Procedure;
C0007361,Cat-Scratch Disease,Disease or Syndrome;
C0007366,Catalan language,Language;
C0007389,Cataract Extraction,Therapeutic or Preventive Procedure;
